type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,barometric_pressure(hPa),name,desc
T,2022-04-01 04:25:17,45.14020078,10.02338382,5,52.256,39.744,14.110,112,18,22,984.7964,20220401-062517,GPS Logger: 20220401-062517 - Cremona rainy - Parma cloudy (barometer)
T,2022-04-01 04:25:18,45.14015540,10.02354710,5,52.256,39.744,14.050,112,17,22,984.8101,,
T,2022-04-01 04:25:19,45.14010749,10.02370561,4,51.257,39.743,14.080,112,16,22,984.8232,,
T,2022-04-01 04:25:20,45.14005569,10.02387375,5,50.257,39.743,14.300,114,18,23,984.8228,,
T,2022-04-01 04:25:21,45.14000222,10.02404306,4,49.257,39.743,14.410,113,18,23,984.8320,,
T,2022-04-01 04:25:22,45.13995524,10.02421103,5,49.257,39.743,14.340,112,17,23,984.8198,,
T,2022-04-01 04:25:23,45.13990909,10.02437926,5,50.258,39.742,14.490,112,17,23,984.8167,,
T,2022-04-01 04:25:24,45.13985428,10.02455503,5,50.258,39.742,14.670,112,17,22,984.7964,,
T,2022-04-01 04:25:25,45.13979833,10.02472795,4,49.258,39.742,14.630,113,18,23,984.8047,,
T,2022-04-01 04:25:26,45.13974347,10.02490564,4,49.258,39.742,14.650,112,18,23,984.8032,,
T,2022-04-01 04:25:27,45.13969104,10.02507412,4,49.259,39.741,14.660,112,18,23,984.7781,,
T,2022-04-01 04:25:28,45.13964045,10.02524687,3,49.259,39.741,14.840,113,18,23,984.7725,,
T,2022-04-01 04:25:29,45.13958857,10.02542214,3,49.259,39.741,14.830,113,18,23,984.7898,,
T,2022-04-01 04:25:30,45.13953731,10.02560025,3,49.259,39.741,15.000,113,18,23,984.7776,,
T,2022-04-01 04:25:31,45.13948631,10.02577987,3,49.260,39.740,15.050,113,17,23,984.8015,,
T,2022-04-01 04:25:32,45.13943212,10.02595573,3,49.260,39.740,15.100,114,17,21,984.8232,,
T,2022-04-01 04:25:33,45.13937441,10.02612957,3,49.260,39.740,15.160,115,17,22,984.8140,,
T,2022-04-01 04:25:34,45.13931331,10.02630349,3,49.260,39.740,15.210,116,18,22,984.8362,,
T,2022-04-01 04:25:35,45.13924860,10.02647473,3,49.261,39.739,15.110,117,18,22,984.8132,,
T,2022-04-01 04:25:36,45.13918318,10.02664070,3,50.261,39.739,15.160,120,17,22,984.8135,,
T,2022-04-01 04:25:37,45.13911248,10.02680473,3,50.261,39.739,15.170,121,16,22,984.7986,,
T,2022-04-01 04:25:38,45.13903708,10.02696776,3,51.262,39.738,15.200,123,16,22,984.8137,,
T,2022-04-01 04:25:39,45.13896730,10.02713498,3,51.262,39.738,15.220,123,16,21,984.8247,,
T,2022-04-01 04:25:40,45.13889715,10.02729591,3,51.262,39.738,15.250,124,16,22,984.8372,,
T,2022-04-01 04:25:41,45.13882351,10.02745835,3,51.263,39.737,15.300,124,16,22,984.8181,,
T,2022-04-01 04:25:42,45.13874975,10.02762088,2,51.263,39.737,15.350,123,17,22,984.8223,,
T,2022-04-01 04:25:43,45.13867662,10.02778675,2,51.263,39.737,15.350,123,17,22,984.8311,,
T,2022-04-01 04:25:44,45.13860629,10.02794676,3,51.264,39.736,15.420,122,17,21,984.8547,,
T,2022-04-01 04:25:45,45.13852985,10.02810820,3,51.264,39.736,15.410,122,17,22,984.8552,,
T,2022-04-01 04:25:46,45.13845341,10.02827047,3,50.265,39.735,15.470,123,16,22,984.8501,,
T,2022-04-01 04:25:47,45.13837676,10.02843300,2,50.265,39.735,15.440,123,18,22,984.8669,,
T,2022-04-01 04:25:48,45.13829885,10.02859670,3,50.265,39.735,15.480,123,18,22,984.8787,,
T,2022-04-01 04:25:49,45.13821888,10.02875746,3,50.266,39.734,15.430,124,17,21,984.8784,,
T,2022-04-01 04:25:50,45.13814370,10.02891161,3,50.266,39.734,14.710,123,17,21,984.8718,,
T,2022-04-01 04:25:51,45.13807459,10.02906131,3,49.266,39.734,13.270,123,18,21,984.9094,,
T,2022-04-01 04:25:52,45.13801206,10.02919684,4,49.267,39.733,11.250,123,18,21,984.9653,,
T,2022-04-01 04:25:53,45.13796018,10.02929701,4,49.267,39.733,8.940,122,18,21,985.0483,,
T,2022-04-01 04:25:54,45.13791856,10.02938233,4,49.267,39.733,7.320,125,17,21,985.0664,,
T,2022-04-01 04:25:56,45.13785209,10.02951711,4,49.267,39.733,5.040,125,17,22,985.0408,,
T,2022-04-01 04:25:57,45.13782611,10.02956464,4,50.268,39.732,4.160,123,17,22,985.0715,,
T,2022-04-01 04:25:58,45.13780859,10.02959674,6,50.268,39.732,1.650,124,17,23,985.0823,,
T,2022-04-01 04:25:59,45.13779643,10.02960345,5,50.268,39.732,0.190,124,17,23,985.0786,,
T,2022-04-01 04:26:00,45.13778897,10.02960445,5,50.268,39.732,0.020,124,17,22,985.0730,,
T,2022-04-01 04:26:01,45.13778005,10.02959716,5,50.268,39.732,0.030,124,17,21,985.0513,,
T,2022-04-01 04:26:02,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,21,985.0605,,
T,2022-04-01 04:26:03,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,21,985.0608,,
T,2022-04-01 04:26:04,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,22,985.0688,,
T,2022-04-01 04:26:05,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,22,985.0425,,
T,2022-04-01 04:26:06,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0405,,
T,2022-04-01 04:26:07,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0354,,
T,2022-04-01 04:26:08,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0525,,
T,2022-04-01 04:26:09,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0632,,
T,2022-04-01 04:26:10,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0796,,
T,2022-04-01 04:26:11,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0718,,
T,2022-04-01 04:26:12,45.13777950,10.02959699,4,50.268,39.732,0.000,,16,22,985.0879,,
T,2022-04-01 04:26:13,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,22,985.0808,,
T,2022-04-01 04:26:14,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,22,985.0564,,
T,2022-04-01 04:26:15,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,22,985.0481,,
T,2022-04-01 04:26:16,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,22,985.0698,,
T,2022-04-01 04:26:17,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,21,985.0583,,
T,2022-04-01 04:26:18,45.13777950,10.02959699,4,50.268,39.732,0.000,,18,20,985.0605,,
T,2022-04-01 04:26:19,45.13777950,10.02959699,4,50.268,39.732,0.000,,18,20,985.0596,,
T,2022-04-01 04:26:20,45.13777950,10.02959699,4,50.268,39.732,0.000,,18,20,985.1516,,
T,2022-04-01 04:26:21,45.13777950,10.02959699,4,50.268,39.732,0.000,,18,20,985.2969,,
T,2022-04-01 04:26:22,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,20,985.4534,,
T,2022-04-01 04:26:23,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,20,985.5867,,
T,2022-04-01 04:26:24,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,20,985.5757,,
T,2022-04-01 04:26:25,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,20,985.5715,,
T,2022-04-01 04:26:26,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,20,985.5706,,
T,2022-04-01 04:26:27,45.13777950,10.02959699,4,50.268,39.732,0.000,,17,20,985.5774,,
T,2022-04-01 04:26:28,45.13777791,10.02960462,3,50.268,39.732,0.810,123,18,19,985.5576,,
T,2022-04-01 04:26:29,45.13776701,10.02963371,4,49.268,39.732,3.090,122,18,19,985.5378,,
T,2022-04-01 04:26:30,45.13774924,10.02967712,4,48.268,39.732,4.990,123,20,21,985.5647,,
T,2022-04-01 04:26:31,45.13772347,10.02974167,4,47.268,39.732,4.900,123,20,20,985.5457,,
T,2022-04-01 04:26:32,45.13770088,10.02981006,3,47.268,39.732,6.100,124,19,19,985.5417,,
T,2022-04-01 04:26:33,45.13767276,10.02988617,3,46.268,39.732,7.150,124,19,19,985.4382,,
T,2022-04-01 04:26:34,45.13763965,10.02997619,3,46.269,39.731,8.590,123,20,20,985.1709,,
T,2022-04-01 04:26:35,45.13759703,10.03007074,3,46.269,39.731,8.740,124,19,19,985.0583,,
T,2022-04-01 04:26:36,45.13755055,10.03016629,4,46.269,39.731,9.370,124,17,20,984.9680,,
T,2022-04-01 04:26:37,45.13750156,10.03027107,3,46.269,39.731,10.330,124,17,19,984.9316,,
T,2022-04-01 04:26:38,45.13744854,10.03039051,3,46.269,39.731,12.020,122,17,20,984.8945,,
T,2022-04-01 04:26:39,45.13738811,10.03052554,4,46.270,39.730,13.180,123,17,20,984.8376,,
T,2022-04-01 04:26:40,45.13732596,10.03066015,4,46.270,39.730,12.780,123,18,21,984.8335,,
T,2022-04-01 04:26:41,45.13726720,10.03079116,4,46.270,39.730,12.250,122,18,21,984.8372,,
T,2022-04-01 04:26:42,45.13721205,10.03092142,4,47.271,39.729,11.780,120,18,21,984.8433,,
T,2022-04-01 04:26:43,45.13716637,10.03105804,4,47.271,39.729,11.560,111,20,22,984.8296,,
T,2022-04-01 04:26:44,45.13714298,10.03120732,4,47.271,39.729,12.110,99,19,22,984.8303,,
T,2022-04-01 04:26:45,45.13714495,10.03136599,4,46.271,39.729,12.160,90,20,22,984.8101,,
T,2022-04-01 04:26:46,45.13714948,10.03152701,4,46.271,39.729,12.460,88,19,22,984.7920,,
T,2022-04-01 04:26:47,45.13715325,10.03168459,4,46.271,39.729,12.440,89,18,22,984.8201,,
T,2022-04-01 04:26:48,45.13715350,10.03184552,4,46.271,39.729,12.240,87,18,22,984.7996,,
T,2022-04-01 04:26:49,45.13716151,10.03199623,3,46.271,39.729,11.960,87,18,22,984.8062,,
T,2022-04-01 04:26:50,45.13716272,10.03214811,4,46.271,39.729,11.670,93,19,22,984.8196,,
T,2022-04-01 04:26:51,45.13714436,10.03229144,5,46.271,39.729,10.680,105,18,23,984.8528,,
T,2022-04-01 04:26:52,45.13708963,10.03241893,5,46.271,39.729,12.010,124,18,23,984.8384,,
T,2022-04-01 04:26:53,45.13701218,10.03254097,6,45.271,39.729,12.520,128,16,22,984.7937,,
T,2022-04-01 04:26:54,45.13694341,10.03266745,6,45.272,39.728,13.020,127,18,23,984.7898,,
T,2022-04-01 04:26:55,45.13687086,10.03280165,5,45.272,39.728,13.400,125,19,23,984.7871,,
T,2022-04-01 04:26:56,45.13680075,10.03294791,5,45.272,39.728,13.670,125,19,23,984.7961,,
T,2022-04-01 04:26:57,45.13672892,10.03308873,4,45.273,39.727,13.890,125,18,23,984.8079,,
T,2022-04-01 04:26:58,45.13665541,10.03322778,4,45.273,39.727,13.920,126,19,23,984.8601,,
T,2022-04-01 04:26:59,45.13658148,10.03337028,4,45.274,39.726,14.000,126,18,23,984.8525,,
T,2022-04-01 04:27:00,45.13650554,10.03351612,4,45.274,39.726,14.180,126,18,22,984.8362,,
T,2022-04-01 04:27:01,45.13642624,10.03366632,4,45.274,39.726,14.390,126,18,22,984.8337,,
T,2022-04-01 04:27:02,45.13634792,10.03381778,4,45.275,39.725,14.480,126,18,23,984.8755,,
T,2022-04-01 04:27:03,45.13627055,10.03396740,4,45.275,39.725,14.590,126,19,23,984.8711,,
T,2022-04-01 04:27:04,45.13619193,10.03411836,4,45.276,39.724,14.700,127,19,23,984.8862,,
T,2022-04-01 04:27:05,45.13611511,10.03426647,4,44.276,39.724,14.660,126,19,23,984.9241,,
T,2022-04-01 04:27:06,45.13603406,10.03441164,4,44.276,39.724,14.700,127,16,22,984.9395,,
T,2022-04-01 04:27:07,45.13595346,10.03456168,4,44.277,39.723,14.730,125,17,21,984.9294,,
T,2022-04-01 04:27:08,45.13587287,10.03470937,5,43.277,39.723,14.750,126,18,21,984.9387,,
T,2022-04-01 04:27:09,45.13579165,10.03486209,4,43.278,39.722,14.820,126,19,21,984.9548,,
T,2022-04-01 04:27:10,45.13571018,10.03501246,4,43.278,39.722,14.930,126,18,21,984.9268,,
T,2022-04-01 04:27:11,45.13562850,10.03516593,4,43.278,39.722,15.020,127,19,21,984.9736,,
T,2022-04-01 04:27:12,45.13554987,10.03531747,4,43.279,39.721,15.090,126,18,21,985.0083,,
T,2022-04-01 04:27:13,45.13546958,10.03547288,5,43.279,39.721,15.160,126,19,21,985.0203,,
T,2022-04-01 04:27:14,45.13538978,10.03563557,5,43.280,39.720,15.230,126,16,20,985.0671,,
T,2022-04-01 04:27:15,45.13530927,10.03579265,4,42.280,39.720,15.070,126,18,21,985.1333,,
T,2022-04-01 04:27:16,45.13522939,10.03594285,4,42.280,39.720,14.520,126,18,21,985.1711,,
T,2022-04-01 04:27:17,45.13515454,10.03609372,4,42.281,39.719,14.370,126,17,20,985.1978,,
T,2022-04-01 04:27:18,45.13508049,10.03623722,4,42.281,39.719,14.220,127,18,19,985.2019,,
T,2022-04-01 04:27:19,45.13500032,10.03638516,4,41.282,39.718,14.250,128,19,20,985.2432,,
T,2022-04-01 04:27:20,45.13492232,10.03653076,4,40.282,39.718,14.400,128,18,20,985.2673,,
T,2022-04-01 04:27:21,45.13483863,10.03667409,4,40.282,39.718,14.680,129,17,21,985.2537,,
T,2022-04-01 04:27:22,45.13475355,10.03682261,4,39.283,39.717,14.880,127,18,21,985.2661,,
T,2022-04-01 04:27:23,45.13467212,10.03697324,4,39.283,39.717,14.800,126,18,20,985.2761,,
T,2022-04-01 04:27:24,45.13459430,10.03712604,4,39.284,39.716,14.750,125,17,21,985.2979,,
T,2022-04-01 04:27:25,45.13451588,10.03728085,4,38.284,39.716,14.920,125,16,20,985.3120,,
T,2022-04-01 04:27:26,45.13444225,10.03743994,4,38.284,39.716,14.940,125,19,21,985.3291,,
T,2022-04-01 04:27:27,45.13436907,10.03760238,4,38.285,39.715,15.610,123,18,21,985.3440,,
T,2022-04-01 04:27:28,45.13429544,10.03777631,4,37.285,39.715,15.770,123,18,21,985.3633,,
T,2022-04-01 04:27:29,45.13422180,10.03793984,4,37.285,39.715,15.880,124,17,21,985.3821,,
T,2022-04-01 04:27:30,45.13414561,10.03810890,5,37.286,39.714,15.850,123,17,20,985.3909,,
T,2022-04-01 04:27:31,45.13407080,10.03828182,7,37.286,39.714,15.460,122,17,19,985.3721,,
T,2022-04-01 04:27:32,45.13399516,10.03844351,7,37.287,39.713,15.480,123,17,20,985.3667,,
T,2022-04-01 04:27:33,45.13391566,10.03861207,7,37.287,39.713,16.350,124,15,19,985.3748,,
T,2022-04-01 04:27:34,45.13383548,10.03879161,6,37.287,39.713,16.830,124,13,17,985.3484,,
T,2022-04-01 04:27:35,45.13374974,10.03897718,7,37.288,39.712,16.870,124,17,20,985.3813,,
T,2022-04-01 04:27:36,45.13366537,10.03916016,6,36.288,39.712,16.940,124,17,21,985.3801,,
T,2022-04-01 04:27:37,45.13358637,10.03935093,6,35.289,39.711,16.950,124,18,20,985.3306,,
T,2022-04-01 04:27:38,45.13350985,10.03953634,5,35.289,39.711,16.390,122,18,21,985.3293,,
T,2022-04-01 04:27:39,45.13343298,10.03971680,6,35.289,39.711,16.770,122,18,21,985.3269,,
T,2022-04-01 04:27:40,45.13335583,10.03989466,6,35.290,39.710,16.020,122,18,21,985.3105,,
T,2022-04-01 04:27:41,45.13327159,10.04007404,6,35.290,39.710,17.080,124,18,19,985.3127,,
T,2022-04-01 04:27:42,45.13318572,10.04025467,5,35.291,39.709,17.070,124,17,19,985.3228,,
T,2022-04-01 04:27:43,45.13309456,10.04044871,5,35.291,39.709,17.090,123,17,19,985.2805,,
T,2022-04-01 04:27:44,45.13300588,10.04063621,5,35.292,39.708,17.210,123,16,18,985.2915,,
T,2022-04-01 04:27:45,45.13291641,10.04082036,5,35.292,39.708,17.070,123,18,19,985.3179,,
T,2022-04-01 04:27:46,45.13283380,10.04100124,5,36.293,39.707,17.080,123,17,19,985.3391,,
T,2022-04-01 04:27:47,45.13275007,10.04118648,5,36.293,39.707,17.280,123,18,20,985.3428,,
T,2022-04-01 04:27:48,45.13266742,10.04137642,4,36.293,39.707,17.260,122,18,19,985.3496,,
T,2022-04-01 04:27:49,45.13258448,10.04155998,4,36.294,39.706,17.270,122,19,20,985.3054,,
T,2022-04-01 04:27:50,45.13250310,10.04174229,5,36.294,39.706,17.290,123,19,22,985.3083,,
T,2022-04-01 04:27:51,45.13241777,10.04192275,5,36.295,39.705,17.290,123,20,21,985.2659,,
T,2022-04-01 04:27:52,45.13233164,10.04211092,4,37.295,39.705,17.320,123,19,21,985.2434,,
T,2022-04-01 04:27:53,45.13225067,10.04229273,5,37.295,39.705,17.190,123,18,20,985.2332,,
T,2022-04-01 04:27:54,45.13216279,10.04248031,4,38.296,39.704,17.260,123,20,21,985.1880,,
T,2022-04-01 04:27:55,45.13207692,10.04266514,4,38.296,39.704,17.360,123,20,21,985.1838,,
T,2022-04-01 04:27:56,45.13199440,10.04285096,4,38.297,39.703,17.320,123,19,21,985.1853,,
T,2022-04-01 04:27:57,45.13191091,10.04303880,4,39.297,39.703,17.230,123,20,21,985.1748,,
T,2022-04-01 04:27:58,45.13182777,10.04322697,4,39.298,39.702,17.220,123,20,21,985.1504,,
T,2022-04-01 04:27:59,45.13174210,10.04341213,4,38.298,39.702,17.130,123,20,21,985.1455,,
T,2022-04-01 04:28:00,45.13165958,10.04359486,4,38.299,39.701,17.250,123,21,22,985.0972,,
T,2022-04-01 04:28:01,45.13157652,10.04377993,4,38.299,39.701,17.250,123,20,21,985.1272,,
T,2022-04-01 04:28:02,45.13149215,10.04396349,4,38.299,39.701,17.090,123,20,22,985.0813,,
T,2022-04-01 04:28:03,45.13140708,10.04414999,4,38.300,39.700,17.300,123,21,22,985.0959,,
T,2022-04-01 04:28:04,45.13131852,10.04433330,4,38.300,39.700,17.320,124,21,22,985.0500,,
T,2022-04-01 04:28:05,45.13123387,10.04451619,4,38.301,39.699,17.250,123,20,22,985.0586,,
T,2022-04-01 04:28:06,45.13115072,10.04469942,4,38.301,39.699,17.500,123,21,21,985.0637,,
T,2022-04-01 04:28:07,45.13106644,10.04488911,4,38.302,39.698,17.440,123,19,21,985.0635,,
T,2022-04-01 04:28:08,45.13097876,10.04507770,4,38.302,39.698,17.700,123,18,21,985.0466,,
T,2022-04-01 04:28:09,45.13089042,10.04526244,4,38.303,39.697,17.680,123,19,21,985.0447,,
T,2022-04-01 04:28:10,45.13080371,10.04544768,4,38.303,39.697,17.710,123,20,21,985.0259,,
T,2022-04-01 04:28:11,45.13071947,10.04563300,4,39.303,39.697,17.660,123,20,21,985.0508,,
T,2022-04-01 04:28:12,45.13063330,10.04582989,4,39.304,39.696,18.010,123,21,21,985.0518,,
T,2022-04-01 04:28:13,45.13054387,10.04602754,4,39.304,39.696,17.960,122,19,21,985.0791,,
T,2022-04-01 04:28:14,45.13045598,10.04622476,4,38.305,39.695,17.860,122,21,22,985.0720,,
T,2022-04-01 04:28:15,45.13037547,10.04641771,4,38.305,39.695,17.310,121,21,22,985.1025,,
T,2022-04-01 04:28:16,45.13029853,10.04660337,4,38.306,39.694,16.870,121,20,21,985.0940,,
T,2022-04-01 04:28:17,45.13022389,10.04678375,4,38.306,39.694,16.570,121,21,22,985.1035,,
T,2022-04-01 04:28:18,45.13014602,10.04695768,4,38.306,39.694,16.220,123,21,22,985.0876,,
T,2022-04-01 04:28:19,45.13007062,10.04713336,4,38.307,39.693,15.940,122,20,22,985.1218,,
T,2022-04-01 04:28:20,45.12999774,10.04730452,4,39.307,39.693,15.750,121,19,22,985.1099,,
T,2022-04-01 04:28:21,45.12992440,10.04747308,4,39.308,39.692,15.630,123,20,22,985.1343,,
T,2022-04-01 04:28:22,45.12984461,10.04764332,4,39.308,39.692,15.740,123,20,22,985.1216,,
T,2022-04-01 04:28:23,45.12976888,10.04781221,4,39.308,39.692,15.770,123,21,22,985.1455,,
T,2022-04-01 04:28:24,45.12969034,10.04798261,4,39.309,39.691,15.780,123,20,22,985.1160,,
T,2022-04-01 04:28:25,45.12961029,10.04815201,4,39.309,39.691,15.750,123,19,22,985.1111,,
T,2022-04-01 04:28:26,45.12953200,10.04832275,4,39.310,39.690,15.780,123,20,22,985.1228,,
T,2022-04-01 04:28:27,45.12945388,10.04848938,4,39.310,39.690,15.840,123,18,22,985.1235,,
T,2022-04-01 04:28:28,45.12937589,10.04865853,4,39.310,39.690,15.880,123,19,22,985.1157,,
T,2022-04-01 04:28:29,45.12929605,10.04882743,4,39.311,39.689,15.990,123,19,22,985.1211,,
T,2022-04-01 04:28:30,45.12921563,10.04899967,4,39.311,39.689,16.010,123,20,21,985.1272,,
T,2022-04-01 04:28:31,45.12914111,10.04917159,5,39.312,39.688,15.900,123,20,22,985.1062,,
T,2022-04-01 04:28:32,45.12906413,10.04933855,5,38.312,39.688,15.710,123,20,22,985.0857,,
T,2022-04-01 04:28:33,45.12898793,10.04950762,5,39.312,39.688,15.770,122,19,21,985.1167,,
T,2022-04-01 04:28:34,45.12891375,10.04967383,5,39.313,39.687,15.650,122,21,22,985.1858,,
T,2022-04-01 04:28:35,45.12884180,10.04983711,5,38.313,39.687,14.940,121,21,22,985.2019,,
T,2022-04-01 04:28:36,45.12877034,10.04999000,5,39.314,39.686,14.530,122,21,22,985.1797,,
T,2022-04-01 04:28:37,45.12870442,10.05014246,4,39.314,39.686,14.040,121,20,22,985.1829,,
T,2022-04-01 04:28:38,45.12864327,10.05029677,4,38.314,39.686,13.460,119,20,22,985.1965,,
T,2022-04-01 04:28:39,45.12858468,10.05044069,4,38.315,39.685,13.050,119,20,22,985.2249,,
T,2022-04-01 04:28:40,45.12852794,10.05058327,4,38.315,39.685,12.560,118,21,22,985.2368,,
T,2022-04-01 04:28:41,45.12847073,10.05072341,4,37.315,39.685,12.230,119,21,22,985.2610,,
T,2022-04-01 04:28:42,45.12840501,10.05084646,4,36.316,39.684,11.820,129,21,22,985.2473,,
T,2022-04-01 04:28:43,45.12833457,10.05096230,4,36.316,39.684,11.780,129,21,22,985.2451,,
T,2022-04-01 04:28:45,45.12822493,10.05124317,4,36.316,39.684,13.020,116,20,22,985.2166,,
T,2022-04-01 04:28:46,45.12816173,10.05138961,4,36.317,39.683,13.660,124,21,22,985.2517,,
T,2022-04-01 04:28:47,45.12809463,10.05153378,4,36.317,39.683,14.080,125,22,22,985.2461,,
T,2022-04-01 04:28:48,45.12802104,10.05168675,4,35.318,39.682,14.610,123,21,22,985.2075,,
T,2022-04-01 04:28:49,45.12794958,10.05184684,4,35.318,39.682,15.090,123,20,21,985.1877,,
T,2022-04-01 04:28:50,45.12787633,10.05201381,4,35.318,39.682,15.600,122,21,22,985.1770,,
T,2022-04-01 04:28:51,45.12780034,10.05218505,4,35.319,39.681,16.120,122,21,22,985.1570,,
T,2022-04-01 04:28:52,45.12772583,10.05236057,3,35.319,39.681,16.390,122,21,22,985.2126,,
T,2022-04-01 04:28:53,45.12764486,10.05253432,3,35.320,39.680,16.810,123,21,22,985.1904,,
T,2022-04-01 04:28:54,45.12756129,10.05271579,3,35.320,39.680,17.070,122,21,22,985.1965,,
T,2022-04-01 04:28:55,45.12747555,10.05289558,3,35.320,39.680,17.260,122,21,22,985.1726,,
T,2022-04-01 04:28:56,45.12739437,10.05307638,3,34.321,39.679,17.250,122,21,22,985.1448,,
T,2022-04-01 04:28:57,45.12731147,10.05326724,3,34.321,39.679,17.420,120,21,22,985.1379,,
T,2022-04-01 04:28:58,45.12722920,10.05346170,3,34.322,39.678,17.350,120,20,22,985.1711,,
T,2022-04-01 04:28:59,45.12715071,10.05365985,4,33.322,39.678,17.560,118,21,23,985.2026,,
T,2022-04-01 04:29:00,45.12708026,10.05386570,4,33.323,39.677,17.800,116,21,23,985.1907,,
T,2022-04-01 04:29:01,45.12701052,10.05407073,4,33.323,39.677,17.810,116,21,23,985.1973,,
T,2022-04-01 04:29:02,45.12694803,10.05428715,4,33.323,39.677,18.030,112,21,23,985.1760,,
T,2022-04-01 04:29:03,45.12689451,10.05450248,4,33.324,39.676,17.920,110,21,23,985.1794,,
T,2022-04-01 04:29:04,45.12684368,10.05472401,4,33.324,39.676,17.990,110,20,22,985.1802,,
T,2022-04-01 04:29:05,45.12679808,10.05494261,4,33.324,39.676,17.710,107,20,22,985.2302,,
T,2022-04-01 04:29:06,45.12675265,10.05515786,4,33.324,39.676,17.620,107,20,23,985.2373,,
T,2022-04-01 04:29:07,45.12670810,10.05537461,4,33.325,39.675,17.450,106,20,22,985.2500,,
T,2022-04-01 04:29:08,45.12666833,10.05559062,5,33.325,39.675,17.120,105,21,23,985.2385,,
T,2022-04-01 04:29:09,45.12662935,10.05579949,5,33.325,39.675,16.930,106,20,23,985.2473,,
T,2022-04-01 04:29:10,45.12659058,10.05600041,5,33.325,39.675,16.250,106,20,23,985.2720,,
T,2022-04-01 04:29:11,45.12655354,10.05619445,5,34.325,39.675,16.220,106,21,23,985.2773,,
T,2022-04-01 04:29:12,45.12650815,10.05639285,4,34.326,39.674,16.000,106,21,23,985.2568,,
T,2022-04-01 04:29:13,45.12646737,10.05658831,4,34.326,39.674,16.280,107,21,23,985.2288,,
T,2022-04-01 04:29:14,45.12642701,10.05678822,4,35.326,39.674,16.310,107,21,23,985.2534,,
T,2022-04-01 04:29:15,45.12638682,10.05698822,4,35.326,39.674,16.400,107,21,22,985.2446,,
T,2022-04-01 04:29:16,45.12634378,10.05718720,4,35.326,39.674,16.490,108,20,23,985.2729,,
T,2022-04-01 04:29:17,45.12630170,10.05738057,4,35.327,39.673,15.880,109,20,22,985.2949,,
T,2022-04-01 04:29:18,45.12625254,10.05757604,4,35.327,39.673,15.320,110,21,23,985.3079,,
T,2022-04-01 04:29:19,45.12621026,10.05775482,4,35.327,39.673,14.450,109,21,23,985.3525,,
T,2022-04-01 04:29:20,45.12616902,10.05791416,4,35.327,39.673,12.960,109,21,23,985.3708,,
T,2022-04-01 04:29:21,45.12613188,10.05805951,4,35.328,39.672,11.420,110,22,23,985.4009,,
T,2022-04-01 04:29:22,45.12609756,10.05819362,4,35.328,39.672,10.420,111,22,23,985.4180,,
T,2022-04-01 04:29:23,45.12606625,10.05831792,4,35.328,39.672,9.990,112,22,23,985.4561,,
T,2022-04-01 04:29:24,45.12603180,10.05843208,4,35.328,39.672,8.750,115,22,23,985.4954,,
T,2022-04-01 04:29:25,45.12599312,10.05852571,4,35.328,39.672,7.750,122,22,23,985.4912,,
T,2022-04-01 04:29:26,45.12594187,10.05859804,4,36.329,39.671,7.700,134,21,23,985.4739,,
T,2022-04-01 04:29:27,45.12588789,10.05866007,4,36.329,39.671,8.250,144,22,23,985.4792,,
T,2022-04-01 04:29:28,45.12582674,10.05872377,4,36.329,39.671,8.980,145,22,23,985.4854,,
T,2022-04-01 04:29:29,45.12576434,10.05878882,4,35.330,39.670,8.800,139,22,23,985.4622,,
T,2022-04-01 04:29:30,45.12571577,10.05886660,4,36.330,39.670,8.580,122,22,23,985.4736,,
T,2022-04-01 04:29:31,45.12568718,10.05897263,4,36.330,39.670,8.760,103,22,23,985.4712,,
T,2022-04-01 04:29:32,45.12568249,10.05909383,4,36.330,39.670,9.290,88,22,23,985.4355,,
T,2022-04-01 04:29:33,45.12569720,10.05921143,4,37.330,39.670,9.840,77,22,23,985.4387,,
T,2022-04-01 04:29:34,45.12571434,10.05933305,4,37.330,39.670,10.110,80,22,23,985.4492,,
T,2022-04-01 04:29:35,45.12572251,10.05946079,4,37.330,39.670,10.790,88,21,23,985.4595,,
