type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,barometric_pressure(hPa),name,desc
T,2022-04-01 04:25:17,45.14020078,10.02338382,5,50,39744,14110,112,18,22,984,20220401-062517,GPS Logger: 20220401-062517 - Cremona rainy - Parma cloudy (barometer)
T,2022-04-01 04:25:18,45.14015540,10.02354710,5,50,39744,14050,112,17,22,984,,
T,2022-04-01 04:25:19,45.14010749,10.02370561,4,50,39743,14080,112,16,22,984,,
T,2022-04-01 04:25:20,45.14005569,10.02387375,5,50,39743,14300,114,18,23,984,,
T,2022-04-01 04:25:21,45.14000222,10.02404306,4,50,39743,14410,113,18,23,984,,
T,2022-04-01 04:25:22,45.13995524,10.02421103,5,50,39743,14340,112,17,23,984,,
T,2022-04-01 04:25:23,45.13990909,10.02437926,5,50,39742,14490,112,17,23,984,,
T,2022-04-01 04:25:24,45.13985428,10.02455503,5,50,39742,14670,112,17,22,984,,
T,2022-04-01 04:25:25,45.13979833,10.02472795,4,50,39742,14630,113,18,23,984,,
T,2022-04-01 04:25:26,45.13974347,10.02490564,4,50,39742,14650,112,18,23,984,,
T,2022-04-01 04:25:27,45.13969104,10.02507412,4,50,39741,14660,112,18,23,984,,
T,2022-04-01 04:25:28,45.13964045,10.02524687,3,50,39741,14840,113,18,23,984,,
T,2022-04-01 04:25:29,45.13958857,10.02542214,3,50,39741,14830,113,18,23,984,,
T,2022-04-01 04:25:30,45.13953731,10.02560025,3,50,39741,15000,113,18,23,984,,
T,2022-04-01 04:25:31,45.13948631,10.02577987,3,50,39740,15050,113,17,23,984,,
T,2022-04-01 04:25:32,45.13943212,10.02595573,3,50,39740,15100,114,17,21,984,,
T,2022-04-01 04:25:33,45.13937441,10.02612957,3,50,39740,15160,115,17,22,984,,
T,2022-04-01 04:25:34,45.13931331,10.02630349,3,50,39740,15210,116,18,22,984,,
T,2022-04-01 04:25:35,45.13924860,10.02647473,3,50,39739,15110,117,18,22,984,,
T,2022-04-01 04:25:36,45.13918318,10.02664070,3,50,39739,15160,120,17,22,984,,
T,2022-04-01 04:25:37,45.13911248,10.02680473,3,50,39739,15170,121,16,22,984,,
T,2022-04-01 04:25:38,45.13903708,10.02696776,3,50,39738,15200,123,16,22,984,,
T,2022-04-01 04:25:39,45.13896730,10.02713498,3,50,39738,15220,123,16,21,984,,
T,2022-04-01 04:25:40,45.13889715,10.02729591,3,50,39738,15250,124,16,22,984,,
T,2022-04-01 04:25:41,45.13882351,10.02745835,3,50,39737,15300,124,16,22,984,,
T,2022-04-01 04:25:42,45.13874975,10.02762088,2,50,39737,15350,123,17,22,984,,
T,2022-04-01 04:25:43,45.13867662,10.02778675,2,50,39737,15350,123,17,22,984,,
T,2022-04-01 04:25:44,45.13860629,10.02794676,3,50,39736,15420,122,17,21,984,,
T,2022-04-01 04:25:45,45.13852985,10.02810820,3,50,39736,15410,122,17,22,984,,
T,2022-04-01 04:25:46,45.13845341,10.02827047,3,50,39735,15470,123,16,22,984,,
T,2022-04-01 04:25:47,45.13837676,10.02843300,2,50,39735,15440,123,18,22,984,,
T,2022-04-01 04:25:48,45.13829885,10.02859670,3,50,39735,15480,123,18,22,984,,
T,2022-04-01 04:25:49,45.13821888,10.02875746,3,50,39734,15430,124,17,21,984,,
T,2022-04-01 04:25:50,45.13814370,10.02891161,3,50,39734,14710,123,17,21,984,,
T,2022-04-01 04:25:51,45.13807459,10.02906131,3,50,39734,13270,123,18,21,984,,
T,2022-04-01 04:25:52,45.13801206,10.02919684,4,50,39733,11250,123,18,21,984,,
T,2022-04-01 04:25:53,45.13796018,10.02929701,4,50,39733,8940,122,18,21,984,,
T,2022-04-01 04:25:54,45.13791856,10.02938233,4,50,39733,7320,125,17,21,984,,
T,2022-04-01 04:25:56,45.13785209,10.02951711,4,50,39733,5040,125,17,22,984,,
T,2022-04-01 04:25:57,45.13782611,10.02956464,4,50,39732,4160,123,17,22,984,,
T,2022-04-01 04:25:58,45.13780859,10.02959674,6,50,39732,1650,124,17,23,984,,
T,2022-04-01 04:25:59,45.13779643,10.02960345,5,50,39732,190,124,17,23,984,,
T,2022-04-01 04:26:00,45.13778897,10.02960445,5,50,39732,20,124,17,22,984,,
T,2022-04-01 04:26:01,45.13778005,10.02959716,5,50,39732,30,124,17,21,984,,
T,2022-04-01 04:26:02,45.13777950,10.02959699,4,50,39732,0,,17,21,984,,
T,2022-04-01 04:26:03,45.13777950,10.02959699,4,50,39732,0,,17,21,984,,
T,2022-04-01 04:26:04,45.13777950,10.02959699,4,50,39732,0,,17,22,984,,
T,2022-04-01 04:26:05,45.13777950,10.02959699,4,50,39732,0,,17,22,984,,
T,2022-04-01 04:26:06,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:07,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:08,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:09,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:10,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:11,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:12,45.13777950,10.02959699,4,50,39732,0,,16,22,984,,
T,2022-04-01 04:26:13,45.13777950,10.02959699,4,50,39732,0,,17,22,984,,
T,2022-04-01 04:26:14,45.13777950,10.02959699,4,50,39732,0,,17,22,984,,
T,2022-04-01 04:26:15,45.13777950,10.02959699,4,50,39732,0,,17,22,984,,
T,2022-04-01 04:26:16,45.13777950,10.02959699,4,50,39732,0,,17,22,984,,
T,2022-04-01 04:26:17,45.13777950,10.02959699,4,52,39732,0,,17,21,984,,
T,2022-04-01 04:26:18,45.13777950,10.02959699,4,52,39732,0,,18,20,984,,
T,2022-04-01 04:26:19,45.13777950,10.02959699,4,52,39732,0,,18,20,984,,
T,2022-04-01 04:26:20,45.13777950,10.02959699,4,52,39732,0,,18,20,984,,
T,2022-04-01 04:26:21,45.13777950,10.02959699,4,52,39732,0,,18,20,984,,
T,2022-04-01 04:26:22,45.13777950,10.02959699,4,52,39732,0,,17,20,984,,
T,2022-04-01 04:26:23,45.13777950,10.02959699,4,52,39732,0,,17,20,984,,
T,2022-04-01 04:26:24,45.13777950,10.02959699,4,52,39732,0,,17,20,984,,
T,2022-04-01 04:26:25,45.13777950,10.02959699,4,52,39732,0,,17,20,984,,
T,2022-04-01 04:26:26,45.13777950,10.02959699,4,52,39732,0,,17,20,984,,
T,2022-04-01 04:26:27,45.13777950,10.02959699,4,52,39732,0,,17,20,984,,
T,2022-04-01 04:26:28,45.13777791,10.02960462,3,52,39732,810,123,18,19,984,,
T,2022-04-01 04:26:29,45.13776701,10.02963371,4,52,39732,3090,122,18,19,984,,
T,2022-04-01 04:26:30,45.13774924,10.02967712,4,52,39732,4990,123,20,21,984,,
T,2022-04-01 04:26:31,45.13772347,10.02974167,4,52,39732,4900,123,20,20,984,,
T,2022-04-01 04:26:32,45.13770088,10.02981006,3,52,39732,6100,124,19,19,984,,
T,2022-04-01 04:26:33,45.13767276,10.02988617,3,52,39732,7150,124,19,19,984,,
T,2022-04-01 04:26:34,45.13763965,10.02997619,3,52,39731,8590,123,20,20,984,,
T,2022-04-01 04:26:35,45.13759703,10.03007074,3,52,39731,8740,124,19,19,984,,
T,2022-04-01 04:26:36,45.13755055,10.03016629,4,52,39731,9370,124,17,20,984,,
T,2022-04-01 04:26:37,45.13750156,10.03027107,3,52,39731,10330,124,17,19,984,,
T,2022-04-01 04:26:38,45.13744854,10.03039051,3,52,39731,12020,122,17,20,984,,
T,2022-04-01 04:26:39,45.13738811,10.03052554,4,52,39730,13180,123,17,20,984,,
T,2022-04-01 04:26:40,45.13732596,10.03066015,4,52,39730,12780,123,18,21,984,,
T,2022-04-01 04:26:41,45.13726720,10.03079116,4,52,39730,12250,122,18,21,984,,
T,2022-04-01 04:26:42,45.13721205,10.03092142,4,52,39729,11780,120,18,21,984,,
T,2022-04-01 04:26:43,45.13716637,10.03105804,4,52,39729,11560,111,20,22,984,,
T,2022-04-01 04:26:44,45.13714298,10.03120732,4,52,39729,12110,99,19,22,984,,
T,2022-04-01 04:26:45,45.13714495,10.03136599,4,52,39729,12160,90,20,22,984,,
T,2022-04-01 04:26:46,45.13714948,10.03152701,4,52,39729,12460,88,19,22,984,,
T,2022-04-01 04:26:47,45.13715325,10.03168459,4,52,39729,12440,89,18,22,984,,
T,2022-04-01 04:26:48,45.13715350,10.03184552,4,52,39729,12240,87,18,22,984,,
T,2022-04-01 04:26:49,45.13716151,10.03199623,3,52,39729,11960,87,18,22,984,,
T,2022-04-01 04:26:50,45.13716272,10.03214811,4,52,39729,11670,93,19,22,984,,
T,2022-04-01 04:26:51,45.13714436,10.03229144,5,52,39729,10680,105,18,23,984,,
T,2022-04-01 04:26:52,45.13708963,10.03241893,5,52,39729,12010,124,18,23,984,,
T,2022-04-01 04:26:53,45.13701218,10.03254097,6,52,39729,12520,128,16,22,984,,
T,2022-04-01 04:26:54,45.13694341,10.03266745,6,52,39728,13020,127,18,23,984,,
T,2022-04-01 04:26:55,45.13687086,10.03280165,5,52,39728,13400,125,19,23,984,,
T,2022-04-01 04:26:56,45.13680075,10.03294791,5,52,39728,13670,125,19,23,984,,
T,2022-04-01 04:26:57,45.13672892,10.03308873,4,52,39727,13890,125,18,23,984,,
T,2022-04-01 04:26:58,45.13665541,10.03322778,4,52,39727,13920,126,19,23,984,,
T,2022-04-01 04:26:59,45.13658148,10.03337028,4,52,39726,14000,126,18,23,984,,
T,2022-04-01 04:27:00,45.13650554,10.03351612,4,52,39726,14180,126,18,22,984,,
T,2022-04-01 04:27:01,45.13642624,10.03366632,4,52,39726,14390,126,18,22,984,,
T,2022-04-01 04:27:02,45.13634792,10.03381778,4,52,39725,14480,126,18,23,984,,
T,2022-04-01 04:27:03,45.13627055,10.03396740,4,52,39725,14590,126,19,23,984,,
T,2022-04-01 04:27:04,45.13619193,10.03411836,4,52,39724,14700,127,19,23,984,,
T,2022-04-01 04:27:05,45.13611511,10.03426647,4,52,39724,14660,126,19,23,984,,
T,2022-04-01 04:27:06,45.13603406,10.03441164,4,52,39724,14700,127,16,22,984,,
T,2022-04-01 04:27:07,45.13595346,10.03456168,4,52,39723,14730,125,17,21,984,,
T,2022-04-01 04:27:08,45.13587287,10.03470937,5,52,39723,14750,126,18,21,984,,
T,2022-04-01 04:27:09,45.13579165,10.03486209,4,52,39722,14820,126,19,21,984,,
T,2022-04-01 04:27:10,45.13571018,10.03501246,4,52,39722,14930,126,18,21,984,,
T,2022-04-01 04:27:11,45.13562850,10.03516593,4,52,39722,15020,127,19,21,984,,
T,2022-04-01 04:27:12,45.13554987,10.03531747,4,52,39721,15090,126,18,21,984,,
T,2022-04-01 04:27:13,45.13546958,10.03547288,5,52,39721,15160,126,19,21,984,,
T,2022-04-01 04:27:14,45.13538978,10.03563557,5,52,39720,15230,126,16,20,984,,
T,2022-04-01 04:27:15,45.13530927,10.03579265,4,52,39720,15070,126,18,21,984,,
T,2022-04-01 04:27:16,45.13522939,10.03594285,4,52,39720,14520,126,18,21,984,,
T,2022-04-01 04:27:17,45.13515454,10.03609372,4,52,39719,14370,126,17,20,984,,
T,2022-04-01 04:27:18,45.13508049,10.03623722,4,52,39719,14220,127,18,19,984,,
T,2022-04-01 04:27:19,45.13500032,10.03638516,4,52,39718,14250,128,19,20,984,,
T,2022-04-01 04:27:20,45.13492232,10.03653076,4,52,39718,14400,128,18,20,984,,
T,2022-04-01 04:27:21,45.13483863,10.03667409,4,52,39718,14680,129,17,21,984,,
T,2022-04-01 04:27:22,45.13475355,10.03682261,4,52,39717,14880,127,18,21,984,,
T,2022-04-01 04:27:23,45.13467212,10.03697324,4,52,39717,14800,126,18,20,984,,
T,2022-04-01 04:27:24,45.13459430,10.03712604,4,52,39716,14750,125,17,21,984,,
T,2022-04-01 04:27:25,45.13451588,10.03728085,4,52,39716,14920,125,16,20,984,,
T,2022-04-01 04:27:26,45.13444225,10.03743994,4,52,39716,14940,125,19,21,984,,
T,2022-04-01 04:27:27,45.13436907,10.03760238,4,52,39715,15610,123,18,21,984,,
T,2022-04-01 04:27:28,45.13429544,10.03777631,4,52,39715,15770,123,18,21,984,,
T,2022-04-01 04:27:29,45.13422180,10.03793984,4,52,39715,15880,124,17,21,984,,
T,2022-04-01 04:27:30,45.13414561,10.03810890,5,52,39714,15850,123,17,20,984,,
T,2022-04-01 04:27:31,45.13407080,10.03828182,7,52,39714,15460,122,17,19,984,,
T,2022-04-01 04:27:32,45.13399516,10.03844351,7,52,39713,15480,123,17,20,984,,
T,2022-04-01 04:27:33,45.13391566,10.03861207,7,52,39713,16350,124,15,19,984,,
T,2022-04-01 04:27:34,45.13383548,10.03879161,6,52,39713,16830,124,13,17,984,,
T,2022-04-01 04:27:35,45.13374974,10.03897718,7,52,39712,16870,124,17,20,984,,
T,2022-04-01 04:27:36,45.13366537,10.03916016,6,52,39712,16940,124,17,21,984,,
T,2022-04-01 04:27:37,45.13358637,10.03935093,6,52,39711,16950,124,18,20,984,,
T,2022-04-01 04:27:38,45.13350985,10.03953634,5,52,39711,16390,122,18,21,984,,
T,2022-04-01 04:27:39,45.13343298,10.03971680,6,52,39711,16770,122,18,21,984,,
T,2022-04-01 04:27:40,45.13335583,10.03989466,6,52,39710,16020,122,18,21,984,,
T,2022-04-01 04:27:41,45.13327159,10.04007404,6,52,39710,17080,124,18,19,984,,
T,2022-04-01 04:27:42,45.13318572,10.04025467,5,52,39709,17070,124,17,19,984,,
T,2022-04-01 04:27:43,45.13309456,10.04044871,5,52,39709,17090,123,17,19,984,,
T,2022-04-01 04:27:44,45.13300588,10.04063621,5,52,39708,17210,123,16,18,984,,
T,2022-04-01 04:27:45,45.13291641,10.04082036,5,52,39708,17070,123,18,19,984,,
T,2022-04-01 04:27:46,45.13283380,10.04100124,5,52,39707,17080,123,17,19,984,,
T,2022-04-01 04:27:47,45.13275007,10.04118648,5,52,39707,17280,123,18,20,984,,
T,2022-04-01 04:27:48,45.13266742,10.04137642,4,52,39707,17260,122,18,19,984,,
T,2022-04-01 04:27:49,45.13258448,10.04155998,4,52,39706,17270,122,19,20,984,,
T,2022-04-01 04:27:50,45.13250310,10.04174229,5,52,39706,17290,123,19,22,984,,
T,2022-04-01 04:27:51,45.13241777,10.04192275,5,52,39705,17290,123,20,21,984,,
T,2022-04-01 04:27:52,45.13233164,10.04211092,4,52,39705,17320,123,19,21,984,,
T,2022-04-01 04:27:53,45.13225067,10.04229273,5,52,39705,17190,123,18,20,984,,
T,2022-04-01 04:27:54,45.13216279,10.04248031,4,52,39704,17260,123,20,21,984,,
T,2022-04-01 04:27:55,45.13207692,10.04266514,4,52,39704,17360,123,20,21,984,,
T,2022-04-01 04:27:56,45.13199440,10.04285096,4,52,39703,17320,123,19,21,984,,
T,2022-04-01 04:27:57,45.13191091,10.04303880,4,52,39703,17230,123,20,21,984,,
T,2022-04-01 04:27:58,45.13182777,10.04322697,4,52,39702,17220,123,20,21,984,,
T,2022-04-01 04:27:59,45.13174210,10.04341213,4,52,39702,17130,123,20,21,984,,
T,2022-04-01 04:28:00,45.13165958,10.04359486,4,52,39701,17250,123,21,22,984,,
T,2022-04-01 04:28:01,45.13157652,10.04377993,4,52,39701,17250,123,20,21,984,,
T,2022-04-01 04:28:02,45.13149215,10.04396349,4,52,39701,17090,123,20,22,984,,
T,2022-04-01 04:28:03,45.13140708,10.04414999,4,52,39700,17300,123,21,22,984,,
T,2022-04-01 04:28:04,45.13131852,10.04433330,4,52,39700,17320,124,21,22,984,,
T,2022-04-01 04:28:05,45.13123387,10.04451619,4,52,39699,17250,123,20,22,984,,
T,2022-04-01 04:28:06,45.13115072,10.04469942,4,52,39699,17500,123,21,21,984,,
T,2022-04-01 04:28:07,45.13106644,10.04488911,4,52,39698,17440,123,19,21,984,,
T,2022-04-01 04:28:08,45.13097876,10.04507770,4,52,39698,17700,123,18,21,984,,
T,2022-04-01 04:28:09,45.13089042,10.04526244,4,52,39697,17680,123,19,21,984,,
T,2022-04-01 04:28:10,45.13080371,10.04544768,4,52,39697,17710,123,20,21,984,,
T,2022-04-01 04:28:11,45.13071947,10.04563300,4,52,39697,17660,123,20,21,984,,
T,2022-04-01 04:28:12,45.13063330,10.04582989,4,52,39696,18010,123,21,21,984,,
T,2022-04-01 04:28:13,45.13054387,10.04602754,4,52,39696,17960,122,19,21,984,,
T,2022-04-01 04:28:14,45.13045598,10.04622476,4,52,39695,17860,122,21,22,984,,
T,2022-04-01 04:28:15,45.13037547,10.04641771,4,52,39695,17310,121,21,22,984,,
T,2022-04-01 04:28:16,45.13029853,10.04660337,4,52,39694,16870,121,20,21,984,,
T,2022-04-01 04:28:17,45.13022389,10.04678375,4,52,39694,16570,121,21,22,984,,
T,2022-04-01 04:28:18,45.13014602,10.04695768,4,52,39694,16220,123,21,22,984,,
T,2022-04-01 04:28:19,45.13007062,10.04713336,4,52,39693,15940,122,20,22,984,,
T,2022-04-01 04:28:20,45.12999774,10.04730452,4,52,39693,15750,121,19,22,984,,
T,2022-04-01 04:28:21,45.12992440,10.04747308,4,52,39692,15630,123,20,22,984,,
T,2022-04-01 04:28:22,45.12984461,10.04764332,4,52,39692,15740,123,20,22,984,,
T,2022-04-01 04:28:23,45.12976888,10.04781221,4,52,39692,15770,123,21,22,984,,
T,2022-04-01 04:28:24,45.12969034,10.04798261,4,52,39691,15780,123,20,22,984,,
T,2022-04-01 04:28:25,45.12961029,10.04815201,4,52,39691,15750,123,19,22,984,,
T,2022-04-01 04:28:26,45.12953200,10.04832275,4,52,39690,15780,123,20,22,984,,
T,2022-04-01 04:28:27,45.12945388,10.04848938,4,52,39690,15840,123,18,22,984,,
T,2022-04-01 04:28:28,45.12937589,10.04865853,4,52,39690,15880,123,19,22,984,,
T,2022-04-01 04:28:29,45.12929605,10.04882743,4,52,39689,15990,123,19,22,984,,
T,2022-04-01 04:28:30,45.12921563,10.04899967,4,52,39689,16010,123,20,21,984,,
T,2022-04-01 04:28:31,45.12914111,10.04917159,5,52,39688,15900,123,20,22,984,,
T,2022-04-01 04:28:32,45.12906413,10.04933855,5,52,39688,15710,123,20,22,984,,
T,2022-04-01 04:28:33,45.12898793,10.04950762,5,52,39688,15770,122,19,21,984,,
T,2022-04-01 04:28:34,45.12891375,10.04967383,5,52,39687,15650,122,21,22,984,,
T,2022-04-01 04:28:35,45.12884180,10.04983711,5,52,39687,14940,121,21,22,984,,
T,2022-04-01 04:28:36,45.12877034,10.04999000,5,52,39686,14530,122,21,22,984,,
T,2022-04-01 04:28:37,45.12870442,10.05014246,4,52,39686,14040,121,20,22,984,,
T,2022-04-01 04:28:38,45.12864327,10.05029677,4,52,39686,13460,119,20,22,984,,
T,2022-04-01 04:28:39,45.12858468,10.05044069,4,52,39685,13050,119,20,22,984,,
T,2022-04-01 04:28:40,45.12852794,10.05058327,4,52,39685,12560,118,21,22,984,,
T,2022-04-01 04:28:41,45.12847073,10.05072341,4,52,39685,12230,119,21,22,984,,
T,2022-04-01 04:28:42,45.12840501,10.05084646,4,52,39684,11820,129,21,22,984,,
T,2022-04-01 04:28:43,45.12833457,10.05096230,4,52,39684,11780,129,21,22,984,,
T,2022-04-01 04:28:45,45.12822493,10.05124317,4,52,39684,13020,116,20,22,984,,
T,2022-04-01 04:28:46,45.12816173,10.05138961,4,52,39683,13660,124,21,22,984,,
T,2022-04-01 04:28:47,45.12809463,10.05153378,4,52,39683,14080,125,22,22,984,,
T,2022-04-01 04:28:48,45.12802104,10.05168675,4,52,39682,14610,123,21,22,984,,
T,2022-04-01 04:28:49,45.12794958,10.05184684,4,52,39682,15090,123,20,21,984,,
T,2022-04-01 04:28:50,45.12787633,10.05201381,4,52,39682,15600,122,21,22,984,,
T,2022-04-01 04:28:51,45.12780034,10.05218505,4,52,39681,16120,122,21,22,984,,
T,2022-04-01 04:28:52,45.12772583,10.05236057,3,52,39681,16390,122,21,22,984,,
T,2022-04-01 04:28:53,45.12764486,10.05253432,3,52,39680,16810,123,21,22,984,,
T,2022-04-01 04:28:54,45.12756129,10.05271579,3,52,39680,17070,122,21,22,984,,
T,2022-04-01 04:28:55,45.12747555,10.05289558,3,52,39680,17260,122,21,22,984,,
T,2022-04-01 04:28:56,45.12739437,10.05307638,3,52,39679,17250,122,21,22,984,,
T,2022-04-01 04:28:57,45.12731147,10.05326724,3,52,39679,17420,120,21,22,984,,
T,2022-04-01 04:28:58,45.12722920,10.05346170,3,52,39678,17350,120,20,22,984,,
T,2022-04-01 04:28:59,45.12715071,10.05365985,4,52,39678,17560,118,21,23,984,,
T,2022-04-01 04:29:00,45.12708026,10.05386570,4,52,39677,17800,116,21,23,984,,
T,2022-04-01 04:29:01,45.12701052,10.05407073,4,52,39677,17810,116,21,23,984,,
T,2022-04-01 04:29:02,45.12694803,10.05428715,4,52,39677,18030,112,21,23,984,,
T,2022-04-01 04:29:03,45.12689451,10.05450248,4,52,39676,17920,110,21,23,984,,
T,2022-04-01 04:29:04,45.12684368,10.05472401,4,52,39676,17990,110,20,22,984,,
T,2022-04-01 04:29:05,45.12679808,10.05494261,4,52,39676,17710,107,20,22,984,,
T,2022-04-01 04:29:06,45.12675265,10.05515786,4,52,39676,17620,107,20,23,984,,
T,2022-04-01 04:29:07,45.12670810,10.05537461,4,52,39675,17450,106,20,22,984,,
T,2022-04-01 04:29:08,45.12666833,10.05559062,5,52,39675,17120,105,21,23,984,,
T,2022-04-01 04:29:09,45.12662935,10.05579949,5,52,39675,16930,106,20,23,984,,
T,2022-04-01 04:29:10,45.12659058,10.05600041,5,52,39675,16250,106,20,23,984,,
T,2022-04-01 04:29:11,45.12655354,10.05619445,5,52,39675,16220,106,21,23,984,,
T,2022-04-01 04:29:12,45.12650815,10.05639285,4,52,39674,16000,106,21,23,984,,
T,2022-04-01 04:29:13,45.12646737,10.05658831,4,52,39674,16280,107,21,23,984,,
T,2022-04-01 04:29:14,45.12642701,10.05678822,4,52,39674,16310,107,21,23,984,,
T,2022-04-01 04:29:15,45.12638682,10.05698822,4,52,39674,16400,107,21,22,984,,
T,2022-04-01 04:29:16,45.12634378,10.05718720,4,52,39674,16490,108,20,23,984,,
T,2022-04-01 04:29:17,45.12630170,10.05738057,4,52,39673,15880,109,20,22,984,,
T,2022-04-01 04:29:18,45.12625254,10.05757604,4,52,39673,15320,110,21,23,984,,
T,2022-04-01 04:29:19,45.12621026,10.05775482,4,52,39673,14450,109,21,23,984,,
T,2022-04-01 04:29:20,45.12616902,10.05791416,4,52,39673,12960,109,21,23,984,,
T,2022-04-01 04:29:21,45.12613188,10.05805951,4,52,39672,11420,110,22,23,984,,
T,2022-04-01 04:29:22,45.12609756,10.05819362,4,52,39672,10420,111,22,23,984,,
T,2022-04-01 04:29:23,45.12606625,10.05831792,4,52,39672,9990,112,22,23,984,,
T,2022-04-01 04:29:24,45.12603180,10.05843208,4,52,39672,8750,115,22,23,984,,
T,2022-04-01 04:29:25,45.12599312,10.05852571,4,52,39672,7750,122,22,23,984,,
T,2022-04-01 04:29:26,45.12594187,10.05859804,4,52,39671,7700,134,21,23,984,,
T,2022-04-01 04:29:27,45.12588789,10.05866007,4,52,39671,8250,144,22,23,984,,
T,2022-04-01 04:29:28,45.12582674,10.05872377,4,52,39671,8980,145,22,23,984,,
T,2022-04-01 04:29:29,45.12576434,10.05878882,4,52,39670,8800,139,22,23,984,,
T,2022-04-01 04:29:30,45.12571577,10.05886660,4,52,39670,8580,122,22,23,984,,
T,2022-04-01 04:29:31,45.12568718,10.05897263,4,52,39670,8760,103,22,23,984,,
T,2022-04-01 04:29:32,45.12568249,10.05909383,4,52,39670,9290,88,22,23,984,,
T,2022-04-01 04:29:33,45.12569720,10.05921143,4,52,39670,9840,77,22,23,984,,
T,2022-04-01 04:29:34,45.12571434,10.05933305,4,52,39670,10110,80,22,23,984,,
T,2022-04-01 04:29:35,45.12572251,10.05946079,4,52,39670,10790,88,21,23,984,,
T,2022-04-01 04:29:36,45.12570881,10.05959976,4,52,39670,11440,107,22,23,984,,
T,2022-04-01 04:29:37,45.12567042,10.05974653,4,52,39670,11820,114,22,23,984,,
T,2022-04-01 04:29:38,45.12562562,10.05989020,3,52,39670,12330,112,21,23,984,,
T,2022-04-01 04:29:39,45.12558212,10.06003378,3,52,39669,12340,112,22,23,984,,
T,2022-04-01 04:29:40,45.12553585,10.06017996,3,52,39669,12760,112,22,23,984,,
T,2022-04-01 04:29:41,45.12549121,10.06034316,3,52,39669,13490,112,22,23,984,,
T,2022-04-01 04:29:42,45.12544432,10.06051004,3,52,39669,14200,112,21,22,984,,
T,2022-04-01 04:29:43,45.12539750,10.06068380,3,52,39668,14840,112,21,22,984,,
T,2022-04-01 04:29:44,45.12534503,10.06086116,3,52,39668,15420,112,22,23,984,,
T,2022-04-01 04:29:45,45.12529189,10.06104556,3,52,39668,15930,112,22,23,984,,
T,2022-04-01 04:29:46,45.12523578,10.06123256,3,52,39668,16470,112,22,23,984,,
T,2022-04-01 04:29:47,45.12517882,10.06142601,3,52,39667,16700,112,22,23,984,,
T,2022-04-01 04:29:48,45.12512086,10.06162550,3,52,39667,17340,112,22,23,984,,
T,2022-04-01 04:29:49,45.12506231,10.06183388,3,52,39667,17700,112,22,23,984,,
T,2022-04-01 04:29:50,45.12500037,10.06204460,3,52,39666,18040,111,22,23,984,,
T,2022-04-01 04:29:51,45.12493851,10.06225959,3,52,39666,17630,112,22,23,984,,
T,2022-04-01 04:29:52,45.12487783,10.06246562,3,52,39666,17330,113,22,23,984,,
T,2022-04-01 04:29:53,45.12481961,10.06267224,3,52,39665,17320,112,22,23,984,,
T,2022-04-01 04:29:54,45.12476190,10.06287374,3,52,39665,17250,112,22,23,984,,
T,2022-04-01 04:29:55,45.12470227,10.06307540,3,52,39665,17110,112,22,23,984,,
T,2022-04-01 04:29:56,45.12464556,10.06327624,3,52,39664,16920,112,22,23,984,,
T,2022-04-01 04:29:57,45.12459368,10.06347145,3,52,39664,16590,110,22,23,984,,
T,2022-04-01 04:29:58,45.12454251,10.06368041,3,52,39664,17160,112,22,23,984,,
T,2022-04-01 04:29:59,45.12449217,10.06389415,3,52,39663,17000,110,22,23,984,,
T,2022-04-01 04:30:00,45.12443727,10.06410244,3,52,39663,17160,110,22,23,984,,
T,2022-04-01 04:30:01,45.12438912,10.06431081,3,52,39663,17120,108,22,23,984,,
T,2022-04-01 04:30:02,45.12434407,10.06452296,4,52,39663,17580,105,22,23,984,,
T,2022-04-01 04:30:03,45.12430061,10.06474047,4,52,39662,18070,104,22,23,984,,
T,2022-04-01 04:30:04,45.12426113,10.06496259,3,52,39662,18380,104,21,23,984,,
T,2022-04-01 04:30:05,45.12422538,10.06519728,3,52,39662,18760,102,22,23,984,,
T,2022-04-01 04:30:06,45.12419638,10.06542888,3,52,39662,18940,100,22,23,984,,
T,2022-04-01 04:30:07,45.12416759,10.06565795,3,52,39662,19170,97,22,25,984,,
T,2022-04-01 04:30:08,45.12414868,10.06589944,3,52,39662,19420,96,22,24,984,,
T,2022-04-01 04:30:09,45.12413221,10.06614796,3,52,39661,19770,95,22,25,984,,
T,2022-04-01 04:30:10,45.12411910,10.06639288,3,52,39661,20010,94,21,24,984,,
T,2022-04-01 04:30:11,45.12411050,10.06664593,3,52,39661,20280,93,21,24,984,,
T,2022-04-01 04:30:12,45.12410028,10.06690535,3,52,39661,20570,92,21,25,984,,
T,2022-04-01 04:30:13,45.12409357,10.06716594,3,52,39661,20790,92,22,25,984,,
T,2022-04-01 04:30:14,45.12408641,10.06743274,3,52,39661,21020,93,21,24,984,,
