type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,barometric_pressure(hPa),name,desc
T,2022-04-05 17:19:56.110,45.13570833,10.03500333,5,33.178,39.722,12.460,306,,,1004.6831,,
T,2022-04-05 17:19:57.124,45.13577333,10.03488000,4,33.678,39.722,12.105,307,,,1004.6520,,
T,2022-04-05 17:19:58.110,45.13583833,10.03475333,4,33.977,39.723,11.843,305,,,1004.6333,,
T,2022-04-05 17:19:59.110,45.13591333,10.03463000,4,35.277,39.723,11.565,306,,,1004.6290,,
T,2022-04-05 17:20:00.111,45.13597500,10.03452333,5,36.077,39.723,11.091,307,,,1004.6115,,
T,2022-04-05 17:20:01.110,45.13603667,10.03441167,4,36.476,39.724,10.572,307,,,1004.6379,,
T,2022-04-05 17:20:02.110,45.13608833,10.03430833,4,36.876,39.724,10.273,306,,,1004.6469,,
T,2022-04-05 17:20:03.124,45.13612667,10.03420000,5,38.776,39.724,10.155,306,,,1004.6247,,
T,2022-04-05 17:20:04.110,45.13617667,10.03409333,5,38.976,39.724,10.237,305,,,1004.6110,,
T,2022-04-05 17:20:05.111,45.13620833,10.03398333,5,40.475,39.725,10.263,305,,,1004.5844,,
T,2022-04-05 17:20:06.123,45.13624000,10.03386833,5,42.175,39.725,10.289,305,,,1004.5748,,
T,2022-04-05 17:20:07.110,45.13628833,10.03375667,4,42.975,39.725,10.464,305,,,1004.5707,,
T,2022-04-05 17:20:08.110,45.13634167,10.03365000,4,43.475,39.725,10.695,305,,,1004.5419,,
T,2022-04-05 17:20:09.123,45.13639833,10.03354667,4,44.375,39.725,10.793,307,,,1004.5355,,
T,2022-04-05 17:20:10.109,45.13645833,10.03345000,4,45.474,39.726,11.019,307,,,1004.5407,,
T,2022-04-05 17:20:11.110,45.13652333,10.03334333,4,45.974,39.726,11.148,309,,,1004.5214,,
T,2022-04-05 17:20:12.124,45.13659000,10.03322667,5,46.074,39.726,11.194,309,,,1004.5012,,
T,2022-04-05 17:20:13.110,45.13668333,10.03311500,7,47.873,39.727,10.742,308,,,1004.4991,,
T,2022-04-05 17:20:14.110,45.13675000,10.03299667,7,47.473,39.727,10.680,309,,,1004.4977,,
T,2022-04-05 17:20:15.121,45.13681333,10.03289333,6,47.972,39.728,10.356,308,,,1004.4951,,
T,2022-04-05 17:20:16.110,45.13688833,10.03278667,7,47.672,39.728,9.672,308,,,1004.5077,,
T,2022-04-05 17:20:17.110,45.13693333,10.03269500,4,47.672,39.728,7.958,306,,,1004.5331,,
T,2022-04-05 17:20:18.124,45.13696833,10.03262167,4,48.072,39.728,6.091,307,,,1004.5504,,
T,2022-04-05 17:20:19.109,45.13699500,10.03256500,5,48.472,39.728,5.067,304,,,1004.5531,,
T,2022-04-05 17:20:20.110,45.13701500,10.03251333,4,49.071,39.729,3.894,306,,,1004.5432,,
T,2022-04-05 17:20:21.123,45.13702000,10.03247833,4,49.971,39.729,2.469,299,,,1004.5612,,
T,2022-04-05 17:20:22.110,45.13702000,10.03245667,5,50.171,39.729,1.332,280,,,1004.5697,,
T,2022-04-05 17:20:23.110,45.13701500,10.03244000,4,50.671,39.729,0.051,280,,,1004.5560,,
T,2022-04-05 17:20:24.122,45.13701000,10.03244000,4,51.471,39.729,0.026,280,,,1004.5438,,
T,2022-04-05 17:20:25.110,45.13700500,10.03244000,5,51.771,39.729,0.000,,,,1004.5300,,
T,2022-04-05 17:20:26.112,45.13700000,10.03243667,5,51.872,39.728,0.005,280,,,1004.5172,,
T,2022-04-05 17:20:27.122,45.13700000,10.03243667,5,51.972,39.728,0.000,,,,1004.5272,,
T,2022-04-05 17:20:28.110,45.13700000,10.03243500,5,52.072,39.728,0.005,280,,,1004.5247,,
T,2022-04-05 17:20:29.110,45.13700000,10.03243500,5,52.172,39.728,0.005,280,,,1004.5068,,
T,2022-04-05 17:20:30.122,45.13700000,10.03243500,5,52.172,39.728,0.005,280,,,1004.5106,,
T,2022-04-05 17:20:31.109,45.13700000,10.03243500,5,52.272,39.728,0.005,280,,,1004.5143,,
T,2022-04-05 17:20:32.110,45.13700000,10.03243500,5,52.272,39.728,0.000,,,,1004.5151,,
T,2022-04-05 17:20:33.123,45.13700000,10.03243333,5,52.272,39.728,0.005,280,,,1004.5245,,
T,2022-04-05 17:20:34.109,45.13700000,10.03243333,5,52.372,39.728,0.000,,,,1004.5175,,
T,2022-04-05 17:20:35.109,45.13700000,10.03243333,5,52.372,39.728,0.005,280,,,1004.5160,,
T,2022-04-05 17:20:36.122,45.13700000,10.03243333,5,52.472,39.728,0.005,280,,,1004.5441,,
T,2022-04-05 17:20:37.112,45.13700167,10.03243333,5,52.472,39.728,0.005,280,,,1004.5426,,
T,2022-04-05 17:20:38.109,45.13700167,10.03243333,5,52.472,39.728,0.005,280,,,1004.5305,,
T,2022-04-05 17:20:39.122,45.13700167,10.03243333,5,52.572,39.728,0.000,,,,1004.5267,,
T,2022-04-05 17:20:40.109,45.13700167,10.03243333,5,52.572,39.728,0.005,280,,,1004.5190,,
T,2022-04-05 17:20:41.109,45.13700167,10.03243333,5,52.572,39.728,0.000,,,,1004.5295,,
T,2022-04-05 17:20:42.123,45.13700167,10.03243333,5,52.572,39.728,0.005,280,,,1004.5367,,
T,2022-04-05 17:20:43.110,45.13700167,10.03243333,5,52.672,39.728,0.000,,,,1004.5324,,
T,2022-04-05 17:20:44.109,45.13700167,10.03243333,5,52.672,39.728,0.000,,,,1004.5154,,
T,2022-04-05 17:20:45.122,45.13700167,10.03243333,5,52.672,39.728,0.005,280,,,1004.5140,,
T,2022-04-05 17:20:46.110,45.13700167,10.03243333,5,52.672,39.728,0.005,280,,,1004.5277,,
T,2022-04-05 17:20:47.109,45.13700000,10.03243500,5,52.672,39.728,0.036,280,,,1004.5291,,
T,2022-04-05 17:20:48.121,45.13700000,10.03243500,5,52.672,39.728,0.031,280,,,1004.5246,,
T,2022-04-05 17:20:49.115,45.13700000,10.03243500,5,52.672,39.728,0.031,280,,,1004.5119,,
T,2022-04-05 17:20:50.109,45.13700000,10.03243500,5,52.672,39.728,0.010,280,,,1004.5023,,
T,2022-04-05 17:20:51.124,45.13700000,10.03243500,5,52.672,39.728,0.057,280,,,1004.5120,,
T,2022-04-05 17:20:52.109,45.13700000,10.03243500,5,52.672,39.728,0.057,280,,,1004.5258,,
T,2022-04-05 17:20:53.109,45.13700167,10.03243167,5,52.672,39.728,1.116,287,,,1004.5016,,
T,2022-04-05 17:20:54.122,45.13700833,10.03240500,5,52.771,39.729,3.133,298,,,1004.4691,,
T,2022-04-05 17:20:55.109,45.13703000,10.03236333,7,52.971,39.729,4.630,310,,,1004.4641,,
T,2022-04-05 17:20:56.109,45.13708167,10.03233500,5,51.671,39.729,5.150,304,,,1004.4720,,
T,2022-04-05 17:20:57.121,45.13712000,10.03228667,5,50.471,39.729,6.137,305,,,1004.4639,,
T,2022-04-05 17:20:58.111,45.13717333,10.03222667,5,49.471,39.729,7.228,308,,,1004.4680,,
T,2022-04-05 17:20:59.109,45.13722667,10.03216000,5,49.170,39.730,7.408,309,,,1004.4644,,
T,2022-04-05 17:21:00.107,45.13726500,10.03208833,5,48.470,39.730,7.542,309,,,1004.4489,,
T,2022-04-05 17:21:01.110,45.13731000,10.03201667,5,48.270,39.730,7.249,308,,,1004.4370,,
T,2022-04-05 17:21:02.110,45.13735333,10.03194833,5,48.270,39.730,6.713,308,,,1004.4287,,
T,2022-04-05 17:21:03.124,45.13739333,10.03188167,5,48.170,39.730,6.163,308,,,1004.4149,,
T,2022-04-05 17:21:04.109,45.13743333,10.03182167,5,47.869,39.731,6.081,307,,,1004.4075,,
T,2022-04-05 17:21:05.109,45.13747000,10.03176333,5,47.869,39.731,6.184,308,,,1004.4011,,
T,2022-04-05 17:21:06.127,45.13750667,10.03170333,5,47.469,39.731,6.132,309,,,1004.4274,,
T,2022-04-05 17:21:07.111,45.13753833,10.03164500,5,47.169,39.731,5.793,307,,,1004.4285,,
T,2022-04-05 17:21:08.110,45.13757000,10.03158500,5,47.169,39.731,6.235,309,,,1004.4103,,
T,2022-04-05 17:21:09.124,45.13760500,10.03152167,5,46.968,39.732,5.345,296,,,1004.4164,,
T,2022-04-05 17:21:10.110,45.13764333,10.03145833,5,46.668,39.732,6.909,311,,,1004.4159,,
T,2022-04-05 17:21:11.111,45.13769667,10.03138833,5,46.468,39.732,7.182,313,,,1004.4080,,
T,2022-04-05 17:21:12.122,45.13775500,10.03131667,7,46.168,39.732,8.308,313,,,1004.3881,,
T,2022-04-05 17:21:13.109,45.13781000,10.03122833,5,45.867,39.733,9.250,309,,,1004.3727,,
T,2022-04-05 17:21:14.109,45.13786500,10.03113333,5,45.567,39.733,9.826,307,,,1004.3542,,
T,2022-04-05 17:21:15.123,45.13792333,10.03102667,6,44.667,39.733,10.515,307,,,1004.3315,,
T,2022-04-05 17:21:16.109,45.13798167,10.03091500,5,44.267,39.733,10.932,307,,,1004.3176,,
T,2022-04-05 17:21:17.110,45.13804333,10.03080333,6,43.966,39.734,10.922,308,,,1004.3340,,
T,2022-04-05 17:21:18.123,45.13810833,10.03068500,5,43.466,39.734,11.097,310,,,1004.3541,,
T,2022-04-05 17:21:19.109,45.13817833,10.03056833,5,43.566,39.734,11.359,309,,,1004.3615,,
T,2022-04-05 17:21:20.109,45.13824167,10.03045167,5,43.365,39.735,11.524,309,,,1004.3635,,
T,2022-04-05 17:21:21.121,45.13831167,10.03033333,5,42.765,39.735,11.971,309,,,1004.3604,,
T,2022-04-05 17:21:22.111,45.13838167,10.03021167,6,42.765,39.735,12.233,308,,,1004.3475,,
T,2022-04-05 17:21:23.109,45.13845000,10.03008667,5,42.864,39.736,12.542,308,,,1004.3263,,
T,2022-04-05 17:21:24.121,45.13851833,10.02995833,6,42.664,39.736,12.727,307,,,1004.3306,,
T,2022-04-05 17:21:25.109,45.13858500,10.02982333,6,42.564,39.736,13.278,306,,,1004.3163,,
T,2022-04-05 17:21:26.109,45.13865667,10.02968000,5,42.363,39.737,14.219,306,,,1004.2797,,
T,2022-04-05 17:21:27.123,45.13873000,10.02952500,5,42.663,39.737,15.192,307,,,1004.2410,,
T,2022-04-05 17:21:28.110,45.13880500,10.02936333,5,43.063,39.737,15.943,306,,,1004.2391,,
T,2022-04-05 17:21:29.109,45.13889167,10.02920000,5,43.462,39.738,16.292,307,,,1004.2474,,
T,2022-04-05 17:21:30.122,45.13898167,10.02903500,5,43.062,39.738,16.323,308,,,1004.2471,,
T,2022-04-05 17:21:31.109,45.13906833,10.02887167,5,43.461,39.739,16.581,307,,,1004.2543,,
T,2022-04-05 17:21:32.109,45.13916667,10.02870167,6,42.961,39.739,16.647,308,,,1004.2515,,
T,2022-04-05 17:21:33.123,45.13925667,10.02853500,5,42.760,39.740,16.390,306,,,1004.2762,,
T,2022-04-05 17:21:34.110,45.13932000,10.02835667,5,44.460,39.740,16.046,305,,,1004.3110,,
T,2022-04-05 17:21:35.109,45.13939833,10.02818333,5,44.560,39.740,15.989,303,,,1004.3180,,
T,2022-04-05 17:21:36.122,45.13948500,10.02801833,5,44.659,39.741,16.154,303,,,1004.3119,,
T,2022-04-05 17:21:37.100,45.13955667,10.02785500,6,44.959,39.741,14.559,297,,,1004.3268,,
T,2022-04-05 17:21:38.109,45.13962167,10.02769167,6,44.459,39.741,13.803,299,,,1004.4076,,
T,2022-04-05 17:21:39.124,45.13967667,10.02754333,6,44.758,39.742,12.424,294,,,1004.4484,,
T,2022-04-05 17:21:40.108,45.13972167,10.02740167,6,44.958,39.742,12.069,295,,,1004.4515,,
T,2022-04-05 17:21:41.109,45.13977000,10.02727000,6,44.858,39.742,11.513,296,,,1004.4738,,
T,2022-04-05 17:21:42.127,45.13981500,10.02714000,6,44.858,39.742,11.380,295,,,1004.4777,,
T,2022-04-05 17:21:43.111,45.13986167,10.02700833,6,45.057,39.743,11.606,295,,,1004.4710,,
T,2022-04-05 17:21:44.108,45.13990667,10.02687667,6,45.057,39.743,11.755,294,,,1004.4760,,
T,2022-04-05 17:21:45.124,45.13995000,10.02674000,6,45.157,39.743,11.945,293,,,1004.4674,,
T,2022-04-05 17:21:46.109,45.13997167,10.02659833,6,45.257,39.743,12.619,295,,,1004.4329,,
T,2022-04-05 17:21:47.108,45.14002167,10.02645000,6,45.157,39.743,13.021,294,,,1004.4100,,
T,2022-04-05 17:21:48.125,45.14006833,10.02630000,5,45.356,39.744,13.499,294,,,1004.4260,,
T,2022-04-05 17:21:49.109,45.14012000,10.02614333,5,45.356,39.744,13.602,295,,,1004.4321,,
T,2022-04-05 17:21:50.109,45.14022500,10.02599333,6,45.356,39.744,13.725,296,,,1004.4191,,
T,2022-04-05 17:21:51.120,45.14026000,10.02584000,6,44.956,39.744,13.607,294,,,1004.4133,,
T,2022-04-05 17:21:52.111,45.14029500,10.02568167,6,44.255,39.745,13.761,294,,,1004.4236,,
T,2022-04-05 17:21:53.109,45.14033167,10.02552667,5,43.855,39.745,13.823,294,,,1004.4388,,
T,2022-04-05 17:21:54.122,45.14038500,10.02537167,5,43.655,39.745,13.849,294,,,1004.4388,,
T,2022-04-05 17:21:55.109,45.14043833,10.02521333,5,42.955,39.745,13.494,293,,,1004.4367,,
T,2022-04-05 17:21:56.113,45.14048333,10.02505667,5,42.355,39.745,13.195,293,,,1004.4457,,
T,2022-04-05 17:21:57.123,45.14053500,10.02490167,5,42.054,39.746,12.830,293,,,1004.4401,,
T,2022-04-05 17:21:58.108,45.14057667,10.02475500,7,41.454,39.746,12.480,294,,,1004.4457,,
T,2022-04-05 17:21:59.109,45.14061833,10.02460833,7,40.754,39.746,12.167,293,,,1004.4587,,
T,2022-04-05 17:22:00.111,45.14065500,10.02446333,7,40.654,39.746,11.776,291,,,1004.4523,,
T,2022-04-05 17:22:01.108,45.14068833,10.02432333,7,40.354,39.746,11.611,291,,,1004.4551,,
T,2022-04-05 17:22:02.109,45.14072333,10.02417667,5,40.553,39.747,11.199,291,,,1004.4767,,
T,2022-04-05 17:22:03.122,45.14075833,10.02404500,5,40.653,39.747,10.870,291,,,1004.4989,,
T,2022-04-05 17:22:04.111,45.14079167,10.02391500,5,40.153,39.747,10.772,292,,,1004.4963,,
T,2022-04-05 17:22:05.108,45.14083000,10.02378333,6,40.053,39.747,10.603,292,,,1004.4886,,
T,2022-04-05 17:22:06.121,45.14086333,10.02365500,6,40.353,39.747,11.097,289,,,1004.4761,,
T,2022-04-05 17:22:07.111,45.14089833,10.02351667,5,40.453,39.747,12.053,290,,,1004.4315,,
T,2022-04-05 17:22:08.110,45.14093667,10.02336833,5,40.652,39.748,13.031,291,,,1004.4188,,
T,2022-04-05 17:22:09.120,45.14098333,10.02320667,6,40.652,39.748,14.286,292,,,1004.3936,,
T,2022-04-05 17:22:10.108,45.14103333,10.02302500,6,40.252,39.748,15.402,291,,,1004.3521,,
T,2022-04-05 17:22:11.108,45.14109667,10.02283833,6,40.452,39.748,16.827,295,,,1004.3361,,
T,2022-04-05 17:22:12.121,45.14116667,10.02265000,6,40.751,39.749,16.740,296,,,1004.3359,,
T,2022-04-05 17:22:13.109,45.14122833,10.02246167,6,41.051,39.749,16.236,295,,,1004.3475,,
T,2022-04-05 17:22:14.108,45.14129000,10.02227500,6,41.551,39.749,15.557,295,,,1004.3887,,
T,2022-04-05 17:22:15.123,45.14135333,10.02210500,5,42.051,39.749,14.183,295,,,1004.4471,,
T,2022-04-05 17:22:16.109,45.14140500,10.02195167,5,42.150,39.750,12.609,298,,,1004.5233,,
T,2022-04-05 17:22:17.109,45.14144167,10.02181667,5,43.250,39.750,10.253,298,,,1004.5578,,
T,2022-04-05 17:22:18.120,45.14147667,10.02171667,5,43.750,39.750,8.514,300,,,1004.5836,,
T,2022-04-05 17:22:19.110,45.14150667,10.02163333,5,44.050,39.750,6.770,301,,,1004.6072,,
T,2022-04-05 17:22:20.108,45.14152833,10.02156833,5,44.650,39.750,4.995,302,,,1004.6443,,
T,2022-04-05 17:22:21.124,45.14153333,10.02152500,5,45.350,39.750,3.195,304,,,1004.6520,,
T,2022-04-05 17:22:22.109,45.14154667,10.02150000,5,45.450,39.750,2.212,313,,,1004.6393,,
T,2022-04-05 17:22:23.109,45.14154833,10.02149167,5,45.950,39.750,0.067,313,,,1004.6366,,
T,2022-04-05 17:22:24.125,45.14155333,10.02148833,5,45.850,39.750,0.036,313,,,1004.6283,,
T,2022-04-05 17:22:25.108,45.14155167,10.02149167,5,45.950,39.750,0.010,313,,,1004.6173,,
T,2022-04-05 17:22:26.108,45.14155167,10.02149500,5,46.250,39.750,0.005,313,,,1004.6007,,
T,2022-04-05 17:22:27.124,45.14155167,10.02149500,5,46.250,39.750,0.005,313,,,1004.6005,,
T,2022-04-05 17:22:28.108,45.14155167,10.02149500,5,46.350,39.750,0.005,313,,,1004.6157,,
T,2022-04-05 17:22:29.109,45.14155167,10.02149500,5,46.350,39.750,0.000,,,,1004.6115,,
T,2022-04-05 17:22:30.122,45.14155167,10.02149500,5,46.350,39.750,0.005,313,,,1004.5981,,
T,2022-04-05 17:22:31.108,45.14155167,10.02149500,5,46.450,39.750,0.005,313,,,1004.5990,,
T,2022-04-05 17:22:32.108,45.14155167,10.02149500,5,46.450,39.750,0.000,,,,1004.5990,,
T,2022-04-05 17:22:33.124,45.14155167,10.02149500,5,46.450,39.750,0.005,313,,,1004.5963,,
T,2022-04-05 17:22:34.108,45.14155167,10.02149500,5,46.550,39.750,0.005,313,,,1004.5996,,
T,2022-04-05 17:22:35.108,45.14155167,10.02149500,5,46.650,39.750,0.005,313,,,1004.6040,,
T,2022-04-05 17:22:36.120,45.14155167,10.02149500,5,46.650,39.750,0.005,313,,,1004.6051,,
T,2022-04-05 17:22:37.109,45.14155167,10.02149333,5,46.750,39.750,0.010,313,,,1004.5996,,
T,2022-04-05 17:22:38.108,45.14155167,10.02149333,5,46.850,39.750,0.005,313,,,1004.5990,,
T,2022-04-05 17:22:39.120,45.14155167,10.02149333,5,46.850,39.750,0.005,313,,,1004.5958,,
T,2022-04-05 17:22:40.108,45.14155167,10.02149167,5,46.950,39.750,0.010,313,,,1004.6110,,
T,2022-04-05 17:22:41.108,45.14155333,10.02149167,5,46.950,39.750,0.005,313,,,1004.6224,,
T,2022-04-05 17:22:42.120,45.14155333,10.02149000,5,47.050,39.750,0.005,313,,,1004.6217,,
T,2022-04-05 17:22:43.103,45.14155333,10.02149000,5,47.050,39.750,0.000,,,,1004.6223,,
T,2022-04-05 17:22:44.108,45.14155333,10.02149000,5,47.150,39.750,0.005,313,,,1004.6064,,
T,2022-04-05 17:22:45.121,45.14155333,10.02149000,5,47.150,39.750,0.015,313,,,1004.5887,,
T,2022-04-05 17:22:46.108,45.14155333,10.02148833,5,47.150,39.750,1.307,272,,,1004.5658,,
T,2022-04-05 17:22:47.108,45.14156333,10.02145333,5,47.450,39.750,3.009,276,,,1004.5583,,
T,2022-04-05 17:22:48.118,45.14157333,10.02140333,5,47.450,39.750,4.944,285,,,1004.5758,,
T,2022-04-05 17:22:49.109,45.14159000,10.02133667,5,47.749,39.751,6.744,287,,,1004.5544,,
T,2022-04-05 17:22:50.109,45.14158833,10.02124833,5,47.050,39.750,8.380,295,,,1004.5262,,
T,2022-04-05 17:22:51.120,45.14162167,10.02114500,5,47.349,39.751,9.198,295,,,1004.5225,,
T,2022-04-05 17:22:52.108,45.14165500,10.02103667,5,47.849,39.751,10.243,296,,,1004.5045,,
T,2022-04-05 17:22:53.108,45.14170500,10.02090667,5,48.249,39.751,11.122,295,,,1004.4805,,
T,2022-04-05 17:22:54.124,45.14174500,10.02077500,5,48.849,39.751,11.961,295,,,1004.4676,,
T,2022-04-05 17:22:55.107,45.14178667,10.02063333,5,49.449,39.751,12.506,292,,,1004.4461,,
T,2022-04-05 17:22:56.108,45.14182333,10.02047500,5,49.448,39.752,13.093,290,,,1004.4387,,
T,2022-04-05 17:22:57.125,45.14185500,10.02031667,6,50.048,39.752,12.979,287,,,1004.4502,,
T,2022-04-05 17:22:58.108,45.14188333,10.02015167,5,50.148,39.752,13.247,287,,,1004.4467,,
T,2022-04-05 17:22:59.107,45.14191167,10.01998333,6,50.048,39.752,13.355,284,,,1004.4313,,
T,2022-04-05 17:23:00.105,45.14193500,10.01981667,6,50.548,39.752,13.010,280,,,1004.4471,,
T,2022-04-05 17:23:01.107,45.14195000,10.01965167,6,50.648,39.752,12.630,279,,,1004.4523,,
T,2022-04-05 17:23:02.108,45.14196833,10.01949333,6,50.948,39.752,12.203,280,,,1004.4419,,
T,2022-04-05 17:23:03.130,45.14201333,10.01935500,5,49.348,39.752,11.734,279,,,1004.4620,,
T,2022-04-05 17:23:04.108,45.14203500,10.01921500,5,49.548,39.752,10.381,278,,,1004.4991,,
T,2022-04-05 17:23:05.108,45.14205333,10.01909500,6,49.848,39.752,8.576,278,,,1004.5598,,
T,2022-04-05 17:23:06.121,45.14206000,10.01900167,6,50.148,39.752,6.580,283,,,1004.5836,,
T,2022-04-05 17:23:07.107,45.14206333,10.01893333,6,50.248,39.752,4.764,276,,,1004.5830,,
T,2022-04-05 17:23:08.108,45.14206333,10.01888167,6,50.448,39.752,3.514,271,,,1004.5826,,
T,2022-04-05 17:23:09.123,45.14206333,10.01882667,6,50.848,39.752,5.011,273,,,1004.5451,,
T,2022-04-05 17:23:10.109,45.14206500,10.01875500,6,51.148,39.752,6.487,271,,,1004.5013,,
T,2022-04-05 17:23:11.108,45.14204833,10.01866500,7,51.048,39.752,7.886,274,,,1004.4637,,
T,2022-04-05 17:23:12.120,45.14204667,10.01855833,6,51.348,39.752,8.730,274,,,1004.4739,,
T,2022-04-05 17:23:13.107,45.14205167,10.01843500,6,51.548,39.752,9.774,275,,,1004.4840,,
T,2022-04-05 17:23:14.108,45.14205167,10.01830333,5,52.048,39.752,10.510,273,,,1004.4576,,
T,2022-04-05 17:23:15.120,45.14206167,10.01815833,5,51.648,39.752,11.323,274,,,1004.4430,,
T,2022-04-05 17:23:16.108,45.14206833,10.01800667,5,51.648,39.752,11.961,274,,,1004.4329,,
T,2022-04-05 17:23:17.108,45.14207667,10.01785833,5,51.648,39.752,12.542,275,,,1004.4283,,
T,2022-04-05 17:23:18.121,45.14209167,10.01769667,5,50.948,39.752,13.031,274,,,1004.4362,,
T,2022-04-05 17:23:19.107,45.14211167,10.01753167,5,50.248,39.752,13.262,275,,,1004.4232,,
T,2022-04-05 17:23:20.108,45.14212833,10.01736500,5,49.647,39.753,13.386,274,,,1004.3859,,
T,2022-04-05 17:23:21.107,45.14214500,10.01719667,5,48.847,39.753,13.628,273,,,1004.3864,,
T,2022-04-05 17:23:22.107,45.14215000,10.01702167,5,48.747,39.753,13.751,272,,,1004.3912,,
T,2022-04-05 17:23:23.108,45.14215500,10.01684500,6,48.847,39.753,13.839,272,,,1004.3857,,
T,2022-04-05 17:23:24.120,45.14215667,10.01667167,6,48.847,39.753,13.756,271,,,1004.4017,,
T,2022-04-05 17:23:25.107,45.14215667,10.01649000,6,49.147,39.753,13.803,271,,,1004.4064,,
T,2022-04-05 17:23:26.108,45.14215833,10.01631667,6,49.148,39.752,13.406,270,,,1004.4027,,
T,2022-04-05 17:23:27.121,45.14215333,10.01616000,6,49.448,39.752,13.015,270,,,1004.4105,,
T,2022-04-05 17:23:28.107,45.14215500,10.01599833,6,49.948,39.752,12.640,274,,,1004.4430,,
T,2022-04-05 17:23:29.107,45.14217167,10.01584167,6,50.348,39.752,11.966,276,,,1004.4717,,
T,2022-04-05 17:23:30.122,45.14218667,10.01569333,6,51.047,39.753,11.338,281,,,1004.4487,,
T,2022-04-05 17:23:31.107,45.14221333,10.01555833,5,51.947,39.753,10.603,284,,,1004.4426,,
T,2022-04-05 17:23:32.108,45.14223500,10.01543500,5,52.147,39.753,9.702,286,,,1004.4664,,
T,2022-04-05 17:23:33.120,45.14225667,10.01532333,5,52.347,39.753,8.648,294,,,1004.4764,,
T,2022-04-05 17:23:34.107,45.14230167,10.01523667,5,52.647,39.753,8.072,311,,,1004.4779,,
T,2022-04-05 17:23:35.107,45.14235333,10.01518333,5,52.947,39.753,7.645,328,,,1004.4953,,
T,2022-04-05 17:23:36.124,45.14243000,10.01514500,6,52.546,39.754,8.977,339,,,1004.4825,,
T,2022-04-05 17:23:37.107,45.14250333,10.01510667,6,52.146,39.754,9.178,338,,,1004.4835,,
T,2022-04-05 17:23:38.112,45.14258333,10.01505833,7,51.846,39.754,9.209,332,,,1004.4914,,
